48.106.41.207,2018-05-12,09:47:09,重庆,购物,书籍课程,考研
177.18.174.211,2018-10-21,17:12:05,浙江,购物,珠宝配饰,四季豆
48.106.41.207,2018-07-13,11:48:20,重庆,游戏,经营策略,暖洋洋之森的药师
80.105.24.91,2018-01-20,20:55:15,重庆,购物,男装,工装
65.40.106.125,2018-07-17,23:58:38,甘肃,电影电视,古装,"宋莲生坐堂张国立,张铁林,王刚,"
191.115.9.59,2018-03-18,02:14:25,广西,电影电视,动作,"珍珠港本·阿弗莱克,乔什·哈奈特,"
40.140.254.96,2018-09-18,17:56:01,贵州,游戏,休闲益智,疯狂像素人
40.140.254.96,2018-11-01,20:36:30,贵州,购物,男装,水墨
80.105.24.91,2018-09-10,17:16:28,重庆,音乐,古典,Shall We Talk (麦花臣版)陈辉阳
58.113.110.103,2018-04-09,17:26:30,安徽,游戏,跑酷竞速,Driver Simulator - 司机模拟器
48.106.41.207,2018-09-06,04:37:04,重庆,游戏,飞行射击,坦克大战模拟器
65.40.106.125,2018-11-18,15:43:16,甘肃,购物,母婴儿童,餐具
191.115.9.59,2018-03-25,17:24:40,广西,音乐,民谣,Brahms LullabyJewel
124.226.85.100,2018-02-21,02:25:38,甘肃,购物,母婴儿童,儿童自行车
58.113.110.103,2018-05-28,00:53:23,安徽,电影电视,动画,"机器人总动员本·贝尔特,艾丽莎·奈特,"
40.140.254.96,2018-01-23,10:14:31,贵州,电影电视,恐怖,"解剖室灵异事件之男生宿舍陈楚洹,"
58.113.110.103,2018-09-21,16:31:45,安徽,电影电视,恐怖,"可爱的骨头西尔莎·罗南,马克·沃尔伯格,蕾切尔·薇兹,"
48.106.41.207,2018-07-05,23:08:45,重庆,购物,女装,浪漫小公主
40.140.254.96,2018-12-09,05:50:36,贵州,购物,游戏动漫,文娱收藏
177.18.174.211,2018-04-15,02:48:56,浙江,音乐,流行,Psycho (Pt. 2)Russ
58.113.110.103,2018-01-16,03:43:22,安徽,游戏,角色扮演,热血霸主
177.18.174.211,2018-04-14,00:25:18,浙江,电影电视,战争,"人间情缘邓超,范冰冰,汤嬿,"
177.18.174.211,2018-11-21,06:42:22,浙江,电影电视,喜剧,"济公之英雄归位陈浩民,钟久夫,林子聪,"
177.18.174.211,2018-01-23,15:08:26,浙江,游戏,扑克棋牌,QQ炫舞手游
177.18.174.211,2018-10-16,00:57:45,浙江,购物,母婴儿童,束腹带
245.186.62.172,2018-02-01,22:35:32,山东,音乐,儿童,读书郎新月合唱团
124.226.85.100,2018-12-31,07:07:11,甘肃,购物,母婴儿童,机器人
162.240.4.159,2018-12-24,19:22:25,贵州,购物,家电数码,生活厨电
191.115.9.59,2018-05-25,04:31:54,广西,游戏,跑酷竞速,My Running Little Pony
80.105.24.91,2018-03-01,07:36:11,重庆,音乐,民谣,家乡里王旭鹏
48.106.41.207,2018-08-04,23:47:50,重庆,购物,运动健身,安德玛
245.186.62.172,2018-12-26,06:05:58,山东,电影电视,家庭,"小姨多鹤孙俪,姜武,闫学晶,"
80.105.24.91,2018-10-07,02:10:44,重庆,购物,母婴儿童,电动车
48.106.41.207,2018-11-26,03:22:50,重庆,购物,男装,紫色
48.106.41.207,2018-07-19,00:42:18,重庆,购物,女装,百搭
40.140.254.96,2018-11-10,03:06:23,贵州,电影电视,动画,愤怒的小鸟（粤语）
245.186.62.172,2018-07-14,11:51:12,山东,游戏,跑酷竞速,真实漂移
245.186.62.172,2018-11-16,19:47:52,山东,音乐,嘻哈,通天塔派克特
80.105.24.91,2018-07-02,20:16:32,重庆,购物,零食生鲜,三全
162.240.4.159,2018-10-18,20:45:45,贵州,购物,男装,简约休闲
48.106.41.207,2018-09-24,04:14:34,重庆,购物,美妆,SK-II
245.186.62.172,2018-02-08,18:57:46,山东,音乐,嘻哈,Sexy and I Know It (DallasK Remix)LMFAO
80.105.24.91,2018-12-02,07:46:37,重庆,购物,母婴儿童,凉鞋
65.40.106.125,2018-02-11,17:36:50,甘肃,电影电视,战争,"女人进城潘雨辰,王晓曦,李菁菁,"
80.105.24.91,2018-06-14,12:10:46,重庆,购物,母婴儿童,营养食品
177.18.174.211,2018-11-15,06:49:32,浙江,电影电视,战争,"木棉花的春天王灿,谢祖武,叶全真,"
48.106.41.207,2018-12-24,07:32:24,重庆,游戏,休闲益智,女生装扮游戏
191.115.9.59,2018-03-17,06:34:12,广西,电影电视,古装,"王的女人明道,陈乔恩,罗晋,"
245.186.62.172,2018-12-19,18:26:27,山东,电影电视,古装,"霹雳菩萨金超群,杨丽菁,徐静蕾,"
124.226.85.100,2018-07-19,12:32:01,甘肃,购物,零食生鲜,鱼豆腐
58.113.110.103,2018-10-29,11:04:11,安徽,音乐,中国特色,大登殿·王宝钏唱段 (西皮二六 摇板)张火丁
48.106.41.207,2018-08-27,09:47:18,重庆,游戏,跑酷竞速,摩托车驾驶狂热
58.113.110.103,2018-07-26,16:39:53,安徽,电影电视,科幻,"I型起源迈克尔·皮特,"
65.40.106.125,2018-12-21,14:54:28,甘肃,音乐,流行,东西林俊呈
80.105.24.91,2018-07-09,08:24:38,重庆,音乐,摇滚,追梦赤子心GALA
80.105.24.91,2018-02-14,22:03:40,重庆,购物,珠宝配饰,坦桑石
40.140.254.96,2018-01-29,17:07:22,贵州,音乐,嘻哈,Real One梦徐
58.113.110.103,2018-10-08,05:37:59,安徽,音乐,儿童,宝贝宝贝贝瓦儿歌
48.106.41.207,2018-07-17,11:43:28,重庆,购物,乐器,爵士鼓
124.226.85.100,2018-07-03,09:58:15,甘肃,音乐,民谣,夏天故事小安
40.140.254.96,2018-12-06,15:05:59,贵州,游戏,角色扮演,梦幻宝贝
162.240.4.159,2018-09-06,23:43:07,贵州,游戏,角色扮演,药药大作战
177.18.174.211,2018-03-13,18:59:13,浙江,游戏,扑克棋牌,运输飞机 Transporter Plane 3D
124.226.85.100,2018-12-29,19:02:25,甘肃,购物,家电数码,LG
162.240.4.159,2018-09-10,22:33:57,贵州,购物,珠宝配饰,四季豆
